id,label,adresse,city,dep,cp,type,x,y,localisation,appariement,score
3102,MULTI ACCUEIL LES PTITS MOMES,112 Rue des Apôtres 1500 AMBERIEU-EN-BUGEY,Ambérieu-en-Bugey,1,1500,crèche,45.9688155741057,5.35502628000287,,need_update,
0010228T,Ecole élémentaire,7 Rue des Ecoles,Artemare,1,1510,primaire,45.8753510882782,5.694700038890823,Numéro de rue,need_update,
0010040N,Collège Louis Vuitton,44 Rue de l'Ancien Collège,Saint-Trivier-de-Courtes,1,1560,secondaire,46.45889674279775,5.0788299644210895,Numéro de rue,need_update,
0010306C,Ecole élémentaire,Mantenay,Mantenay-Montlin,1,1560,primaire,46.42441910241536,5.098509851782209,Ville,need_update,
0010305B,ECOLE MATERNELLE PUBLIQUE,le bourg,Lescheroux,1,1560,primaire,46.407284149215876,5.143169640274466,Ville,need_update,
0010321U,Ecole primaire,100 route de Varennes,Cormoz,1,1560,primaire,46.44970997868363,5.2329594676224085,Ville,need_update,
0010178N,Ecole primaire,HEYRIAT,Sonthonnax-la-Montagne,1,1580,primaire,46.22113333452213,5.512499648097428,Lieu-dit,need_update,
0010239E,Ecole élémentaire Béluizon,720 Chemin des Corbettes,Trévoux,1,1600,primaire,45.944366782698815,4.7663303280039955,Numéro de rue,need_update,
0010252U,Ecole primaire,49 Grande rue,Misérieux,1,1600,primaire,45.97421377870186,4.810419793371727,Numéro de rue,need_update,
0010374B,Ecole primaire Spinosa,387 rue de la Saône,Saint-Bernard,1,1600,primaire,45.945648430524045,4.736359940175309,Numéro de rue,need_update,
3051,MULTI ACC ESPACE TALANCONNAIS,112 chemin de Veissieux-le-Haut 1600 REYRIEUX,Reyrieux,1,1600,crèche,45.9338467219052,4.82528736000259,,need_update,
0010277W,Ecole maternelle Saint-Exupéry,3 Place Charles de Gaulle,Saint-Maurice-de-Beynost,1,1700,primaire,45.82856108339435,4.979270435856661,Numéro de rue,need_update,
0010281A,Ecole primaire,LE MAS RILLIER,Miribel,1,1700,primaire,45.83081175282525,4.950349850994174,Numéro de rue,need_update,
3119,Multi accueil Ilot Calin Vichy,21 Rue d'Alsace 3200 VICHY,Vichy,3,3200,crèche,46.1302553191573,3.42910836000184,,need_update,
0071231A,Lycée agricole privé d'Annonay,5 chemin Saint-Denis et Montée du Savel,Annonay,7,7100,secondaire,45.240057454583294,4.674350561426335,Numéro de rue,need_update,
1940,MA LA SOURIS VERTE VALENCE,9 Rue D ARMENIE 26000 VALENCE,Valence,26,26000,crèche,44.9336003263935,4.89490344000263,,need_update,
0260531L,Ecole primaire,250 Rue du Bancel,Albon,26,26140,primaire,45.24856837384303,4.868739714529619,Lieu-dit,need_update,
0260694N,Ecole primaire de la Rotonde,PLACE JEROME CAVALLI,Lapeyrouse-Mornay,26,26210,primaire,45.32269717441745,4.9946801694625655,Numéro de rue,need_update,
0260689H,Ecole François Eynard,Le Village,Jaillans,26,26300,primaire,45.028504863217925,5.174799611729085,Ville,need_update,
0260559S,Ecole primaire Barbières,15 rue de la Bise,Barbières,26,26300,primaire,44.956084,5.139391,Rue,need_update,0.8605857711258815
1636,MA 3 PETITS CHAUSSONS ALIXAN,10 Rue du colombier 26300 ALIXAN,Alixan,26,26300,crèche,44.9737012409966,5.0273744400027,,need_update,
0261098C,Maison Familiale Rurale de Châteauneuf,5 Rue de la Cure,Châteauneuf-sur-Isère,26,26300,,45.01476267460004,4.93993994735371,Ville,need_update,
0261067U,Lycée agricole privé de Châteauneuf-de-Galaure,18 rue du Stade,Châteauneuf-de-Galaure,26,26330,secondaire,45.22740877979947,4.952269910350026,Numéro de rue,need_update,
0260601M,Ecole maternelle Barthelon,9 Quai Thannaron,Bourg-lès-Valence,26,26500,primaire,44.939265003467256,4.890050197545344,Numéro de rue,need_update,
0260936B,Ecole maternelle Jean Moulin,8 Avenue Jean Moulin,Bourg-lès-Valence,26,26500,primaire,44.94809673573251,4.898860339756682,Numéro de rue,need_update,
0260779F,Ecole maternelle Moulin d'Albon,19 Rue Jules Ferry,Bourg-lès-Valence,26,26500,primaire,44.95015048183715,4.9045801131547115,Numéro de rue,need_update,
0260985E,Ecole publique Emile Barthelon,8 Quai Thannaron,Bourg-lès-Valence,26,26500,primaire,44.9394907579013,4.890279714138509,Numéro de rue,need_update,
1648,MA AUX P TITS MOMES BG LES VLC,9 Avenue TONY GARNIER 26500 BOURG LES VALENCE,Bourg-lès-Valence,26,26500,crèche,44.9464717774704,4.89174192000263,,need_update,
0260572F,Ecole Beaumont Monteux,16 Rue des Ecoles,Beaumont-Monteux,26,26600,primaire,45.019577880679584,4.922270197091965,Numéro de rue,need_update,
0260668K,Ecole Gervans,1 Place des Amandiers,Gervans,26,26600,primaire,45.10879929767931,4.829419674286242,Numéro de rue,need_update,
0260696R,Ecole Larnage,MONTEE DE LA FORGE,Larnage,26,26600,primaire,45.09929669799901,4.86722003668279,Rue,need_update,
0260826G,Ecole primaire privée Saint-Joseph,21 Rue des Écoles,Beaumont-Monteux,26,26600,primaire,45.01842483441363,4.921500455447969,Ville,need_update,
0260157E,Ecole publique Chantemerle les Blés,150 rue des écoles,Chantemerle-les-Blés,26,26600,primaire,45.111460804485915,4.897790318020988,Ville,need_update,
1897,MA LES P'TITS BOUCHONS TAIN,1 Rue DU BOIS DE L'EUROPE 26600 TAIN L'HERMITAGE,Tain-l'Hermitage,26,26600,crèche,45.0731216289387,4.83449832000259,,need_update,
628,EAJE CHARREL GRENOBLE,20 bis Rue CHARREL 38000 GRENOBLE,Grenoble,38,38000,crèche,45.1822539345847,5.71416264000307,,need_update,
956,EAJE NEW YORK,25 bis Rue DE NEW YORK 38000 GRENOBLE,Grenoble,38,38000,crèche,45.1841043575862,5.71329828000307,,need_update,
0383235K,Ecole maternelle Marie Reynoard,46 Allée des Romantiques,Grenoble,38,38100,primaire,45.16560478530941,5.725080517361841,Numéro de rue,need_update,
705,CR HOPITAL SUD LES BOUT CHOUS,19 Avenue DE KIMBERLEY 38130 ECHIROLLES,Echirolles,38,38130,crèche,45.1468295497488,5.72817960000307,,need_update,
0380446D,Ecole maternelle Danielle Casanova,34 Rue des Grottes de la Luire,Echirolles,38,38130,primaire,45.14369197606222,5.699479652414555,Numéro de rue,need_update,
0380443A,Ecole maternelle Joliot-Curie,8 Avenue Joliot Curie,Echirolles,38,38130,primaire,45.144335615789174,5.735260040795987,Numéro de rue,need_update,
710,HG LES ECUREUILS,14 RUE MISSAK MANOUCHIAN 38130 ECHIROLLES,Echirolles,38,38130,crèche,45.1429453017106,5.71555044000307,,need_update,
711,MA LES PETITS CEDRES,2 Allée Joseph KESSEL 38130 ECHIROLLES,Echirolles,38,38130,crèche,45.1479260290663,5.72267520000307,,need_update,
0380759U,Ecole primaire,Le Village,Montaud,38,38210,primaire,45.26155368584448,5.56497941147659,Ville,need_update,
0381565V,Ecole maternelle Le Haut,2 bis Chemin de l'Ancienne Mairie,Meylan,38,38240,primaire,45.21720415808697,5.778540460928743,Numéro de rue,need_update,
0380224M,Ecole primaire Boussieu,1 Impasse Maison Blanche,Bourgoin-Jallieu,38,38300,primaire,45.581178284152216,5.299299938943871,Numéro de rue,need_update,
0380648Y,Ecole primaire Montbernier,44 Chemin de Montbernier,Bourgoin-Jallieu,38,38300,primaire,45.602825269398515,5.30346956153857,Numéro de rue,need_update,
0382432M,Maison Familiale Rurale de Bourgoin-Jallieu,88 route de Lyon La Grive,Bourgoin-Jallieu,38,38300,,45.60227965173984,5.228749938181228,Numéro de rue,need_update,
0382436S,Maison Familiale Rurale de Bourgoin-Jallieu,88 route de Lyon La Grive,Bourgoin-Jallieu,38,38300,,45.61741786624926,5.285649706947932,Rue,need_update,
716,CRECHE FAMILIALE,10 place Coulmes 38320 EYBENS,Eybens,38,38320,crèche,45.1470095682935,5.75144856000309,,need_update,
717,MA LE JARDIN DES COULEURS,2 place Michel de Montaigne 38320 EYBENS,Eybens,38,38320,crèche,45.1749938848757,5.76210456000309,,need_update,
0382224L,Ecole maternelle des Vignes,120 Chemin Ray Buisson,Saint-Ismier,38,38330,primaire,45.24555631914899,5.828310218141007,Numéro de rue,need_update,
0382164W,Ecole primaire Le Château,4 Rue Paul Verlaine,Sassenage,38,38360,primaire,45.214743136258896,5.658990180083131,Numéro de rue,need_update,
0381245X,Ecole primaire Rivoire de la Dame,1 Rue des Parcs,Sassenage,38,38360,primaire,45.21452568495335,5.651159874620464,Numéro de rue,need_update,
0383030M,Ecole primaire Vercors,28 Chemin du Gua,Sassenage,38,38360,primaire,45.2092390365218,5.663010286603589,Numéro de rue,need_update,
0381812N,Collège Fernand Léger,17 Rue GEORGES BRAQUE,Saint-Martin-d'Hères,38,38400,secondaire,45.16935681156157,5.765380211223304,Numéro de rue,need_update,
897,CC LA VOIE LACTEE ST ETI ST G.,"18 Avenue Louis Blériot,  Zone ZAC Grenoble Air Parc 38590 ST-ETIENNE-DE-ST-GEOIRS",Saint-Geoirs,38,38590,crèche,45.3237749852043,5.36715540000288,,need_update,
0380527S,Ecole maternelle René Cassin,2 Rue de l'Isère,Gières,38,38610,primaire,45.18318133095934,5.793199978306812,Numéro de rue,need_update,
0381388C,Ecole primaire,Chemin de l'école,Venon,38,38610,primaire,45.16965824574774,5.803630107001886,Lieu-dit,need_update,
0430027W,Collège Roger Ruel,Les sagnes,Saint-Didier-en-Velay,43,43140,secondaire,45.30195236715203,4.273840375253978,Ville,need_update,
0631225P,Lycée professionnel agricole de Rochefort-Montagne,Ancienne RN 89,Rochefort-Montagne,63,63210,secondaire,45.686905396127486,2.8006300487777875,Rue,need_update,
7124,MULTI ACCUEIL CHAMPEIX,6 Place DU FOIRAIL 63320 CHAMPEIX,Champeix,63,63320,crèche,45.5892869444486,3.12990048000168,,need_update,
7143,MICRO CRECHE SAINT LAURE,37 Rue DU STADE 63350 SAINT-LAURE,Saint-laure,63,63350,crèche,45.9040600256064,3.29587668000177,,need_update,
6008,MULTI ACCUEIL PETITS MOUSSES,8 Avenue BERGOUGNAN 63400 CHAMALIERES,Chamalières,63,63400,crèche,45.7795910399273,3.06843408000165,,need_update,
7895,EAJE LPCR CHAMBOVET 2,18 Rue CHAMBOVET 69003 LYON 03,Lyon 3e  Arrondissement,69,69003,crèche,45.7484881869428,4.89578364000263,,need_update,
7933,EAJE MYRTILLE,40 Cours Richard Vitton 69003 LYON 03,Lyon 3e  Arrondissement,69,69003,crèche,45.7535471034444,4.89161340000263,,need_update,
7960,EAJE JOLIOT CURIE,25 Rue Joliot Curie 69005 LYON 05,Lyon 5e  Arrondissement,69,69005,crèche,45.7565450844597,4.79425968000257,,need_update,
7961,EAJE TRION,6 Rue DES FOSSES DE TRION 69005 LYON 05,Lyon 5e  Arrondissement,69,69005,crèche,45.756563294652,4.81222008000258,,need_update,
7952,JAENF DU 5 EME,29 rue Cdt Charcot 69005 LYON 05,Lyon 5e  Arrondissement,69,69005,crèche,45.7492285019396,4.79453724000257,,need_update,
8233,EAJE LA MAISON DES TOUT PETITS,1 Rue JANGOT 69007 LYON 07,Lyon 7e  Arrondissement,69,69007,crèche,45.7517929002821,4.8427740000026,,need_update,
8232,EAJE NADAUD,4 Rue Gustave Nadaud 69007 LYON 07,Lyon 7e  Arrondissement,69,69007,crèche,45.7440455883016,4.83249564000259,,need_update,
8251,EAJE HENRI BARBUSSE,46 Rue Henri Barbusse 69008 LYON 08,Lyon 8e  Arrondissement,69,69008,crèche,45.731047625872,4.85869680000261,,need_update,
8255,EAJE POM CANNELLE,10 bis Rue Antoine Lumière 69008 LYON 08,Lyon 8e  Arrondissement,69,69008,crèche,45.7414903812509,4.86862740000261,,need_update,
8248,EAJE VIVIANI,19ter Avenue Viviani 69008 LYON 08,Lyon 8e  Arrondissement,69,69008,crèche,45.7238705779761,4.87353636000262,,need_update,
8595,EAJE EPINETTE,26 bis Rue Saint-Pierre de Vaise 69009 LYON 09,Lyon 9e  Arrondissement,69,69009,crèche,45.7720199714699,4.80478140000258,,need_update,
8594,EAJE LA SAUVAGERE,24 bis Quai Paul Sédaillan 69009 LYON 09,Lyon 9e  Arrondissement,69,69009,crèche,45.7834749784742,4.80146472000258,,need_update,
8448,EAJE ROULE TA BULLE LYON,24 Rue Sergent Michel Berthet 69009 LYON 09,Lyon 9e  Arrondissement,69,69009,crèche,45.7685955414244,4.80554100000258,,need_update,
8556,EAJE ST RAMBERT,2 Rue Marc Boegner 69009 LYON 09,Lyon 9e  Arrondissement,69,69009,crèche,45.8002439835621,4.82595228000259,,need_update,
7995,EAJEP CASSE NOISETTES,89 Rue PIERRE VOYANT 69100 VILLEURBANNE,Villeurbanne,69,69100,crèche,45.7712985408673,4.89857004000263,,need_update,
8105,EAJE AU CLAIR DU MAS,5 Rue des Frères Bertrand 69120 VAULX EN VELIN,Vaulx-en-Velin,69,69120,crèche,45.7846010692046,4.91297544000264,,need_update,
8111,EAJE L ARC EN CIEL,12 Rue LOUIS DUCLOS 69120 VAULX EN VELIN,Vaulx-en-Velin,69,69120,crèche,45.7914983335674,4.92440400000264,,need_update,
8103,EAJE LA RIBAMBELLE,43 rue Ernest Renan 69120 VAULX EN VELIN,Vaulx-en-Velin,69,69120,crèche,45.7846010692046,4.91297544000264,,need_update,
8117,EAJE GRIBOUILLE VIVIANI,2 allée des acacias 69200 VENISSIEUX,Vénissieux,69,69200,crèche,45.7217864502648,4.87072152000261,,need_update,
8123,EAJE PAIN D'EPICES,85 Boulevard du Docteur Coblod 69200 VENISSIEUX,Vénissieux,69,69200,crèche,45.6993215691134,4.89350808000263,,need_update,
8120,EAJE PARILLY,2 Rue Joannes Vallet 69200 VENISSIEUX,Vénissieux,69,69200,crèche,45.7191066893927,4.88687256000262,,need_update,
8121,EAJEF LE SAC DE BILLES,4 Place de la Paix 69200 VENISSIEUX,Vénissieux,69,69200,crèche,45.6986476000918,4.88489976000262,,need_update,
0693561W,Ecole primaire,98 Rue des Écoles,Dracé,69,69220,primaire,46.156519158257694,4.766590424906486,Ville,need_update,
0691329V,Ecole primaire Mardore,La chapelle de Mardore,Thizy-les-Bourgs,69,69240,primaire,46.05162529339522,4.355179473601972,Lieu-dit,need_update,
7916,EAJE LA COLOMBE GREZIEU,"2 grande rue, 69290 GREZIEU LA VARENNE",Grézieu-la-Varenne,69,69290,crèche,45.7461682017332,4.69308024000252,,need_update,
7976,EAJE PIERRE DE LUNE,4bis Rue du Dix Neuf Mars 1962 69310 PIERRE-BENITE,Pierre-Bénite,69,69310,crèche,45.7050152208025,4.81531608000259,,need_update,
7917,EAJEF PIERRE DE LUNE,4 Rue du Dix Neuf Mars 1962 69310 PIERRE-BENITE,Pierre-Bénite,69,69310,crèche,45.7050152208025,4.81531608000259,,need_update,
8136,EAJE LA PRUNELLE DE MES YEUX,215 Rue GUSTAVE EIFFEL 69330 MEYZIEU,Meyzieu,69,69330,crèche,45.7840582990737,5.0271768000027,,need_update,
8139,EAJE LA RITOURNELLE,2 bis Rue Jules Romain 69330 MEYZIEU,Meyzieu,69,69330,crèche,45.7774622908267,5.01896916000269,,need_update,
0691496B,Collège Jacques Prévert,1060 Avenue DE BURAGO DI MOLGORA,Saint-Symphorien-d'Ozon,69,69360,secondaire,45.632545,4.856971,Rue,need_update,0.8676729408429152
7913,EAJE ESPACE 3 POMMES,410 Rue JOSEPH VIOLET 69400 GLEIZE,Gleizé,69,69400,crèche,45.9957866250778,4.70493684000253,,need_update,
0690005F,Collège du Val d'Ardières,474 Rue de Verdun,Beaujeu,69,69430,secondaire,46.15156546857521,4.592400397254059,Numéro de rue,need_update,
0693986H,Ecole primaire,LE BOURG,Quincié-en-Beaujolais,69,69430,primaire,46.118721126728374,4.615449852226482,Ville,need_update,
0693336B,Ecole maternelle Le Trève,LE TREVE,Le Perréon,69,69460,primaire,46.062767892649155,4.592680518849198,Rue,need_update,
7727,EAJE LES PETITS ECUREUILS,12C Rue 35E REGIMENT D AVIATION 69500 BRON,Bron,69,69500,crèche,45.738885308867,4.92983892000265,,need_update,
0693750B,Ecole primaire,Le bourg,Ronno,69,69550,primaire,45.985052720028044,4.382840482290258,Ville,need_update,
0690464E,Ecole maternelle Joliot-Curie,16 Rue Pierre et Marie Curie,Givors,69,69700,primaire,45.58328590585238,4.772829918556434,Ville,need_update,
0690459Z,Ecole maternelle Paul Langevin,69700 Route d'Echalas,Givors,69,69700,primaire,45.58208864988338,4.756719537521466,Rue,need_update,
0694357L,Collège privé Aux Lazaristes - La salle,326 Chemin de la Sablière,Limonest,69,69760,secondaire,45.834318,4.770567,Rue,need_update,0.865852268311236
8045,EAJE LPCR LIMONEST,462 chemin de Champivost 69760 LIMONEST,Limonest,69,69760,crèche,45.8347097094661,4.76820000000256,,need_update,
0690610N,Ecole secondaire privée La Péraudière,3209 Route de St Martin,Montrottier,69,69770,secondaire,45.79013077763364,4.466349978582651,Ville,need_update,
8162,EAJE LES FUNAMBULES ST PRIEST,273 Allée Alexandre Borodine 69800 ST PRIEST,Saint-Priest,69,69800,crèche,45.7101477094469,4.93665624000265,,need_update,
0690170K,Ecole primaire François Mansart,7 Rue des Frères Lumière,Saint-Priest,69,69800,primaire,45.68974100976873,4.949230304486062,Numéro de rue,need_update,
0693560V,Ecole primaire,le bourg,Juliénas,69,69840,primaire,46.23549913633718,4.709970274762088,Ville,need_update,
0694287K,Ecole primaire privée Ecolline,"La Courbière, 69850 Saint-Martin-en-Haut",Saint-Martin-en-Haut,69,69850,primaire,45.66016732940296,4.558602916387936,Ville,need_update,
0690022Z,Collège de la Haute Azergues,Charbonnier,Lamure-sur-Azergues,69,69870,secondaire,46.054373864128785,4.492690497493175,Lieu-dit,need_update,
0694129N,Ecole élémentaire privée La Providence,34 Rue Baudelaire,Villié-Morgon,69,69910,primaire,46.14658206435564,4.6744506393495495,Numéro de rue,need_update,
0694204V,Ecole primaire privée Montessori en Beaujolais,933 Route de Saint-Joseph,Villié-Morgon,69,69910,primaire,46.16092466936147,4.679330442181831,Ville,need_update,
8400,EMA L ENFANT DO,Parc Rochette 73220 AIGUEBELLE,Aiguebelle,73,73220,crèche,45.531929310152,6.30839844000339,,need_update,
0730007L,Collège Le Beaufortain,Chemin de la Glirettaz,Beaufort,73,73270,secondaire,45.716837,6.572633,Rue,need_update,0.8634457110834663
0730707X,Ecole primaire,Le Crey,Champagny-en-Vanoise,73,73350,primaire,45.45585335085173,6.695949565513133,Numéro de rue,need_update,
0731018K,Ecole élémentaire le Chat perché,7 Rue des Ecoles,Le Bourget-du-Lac,73,73370,primaire,45.64879,5.859253,Rue,need_update,0.6526033955083632
0731027V,Ecole maternelle le P'tiou,7 Rue des Ecoles,Le Bourget-du-Lac,73,73370,primaire,45.64879,5.859253,Rue,need_update,0.6526033955083632
0730119H,Ecole primaire la Cascade,"Lieu-dit LA SERRAZ, 2980 Route de la Serraz",Le Bourget-du-Lac,73,73370,primaire,45.63835524442861,5.856080428019873,Rue,need_update,
0741360B,Ecole primaire publique Vallin Fier ANNECY,1 Rue Lucie Aubrac,Annecy,74,74000,primaire,45.92001892323996,6.122189561889957,Numéro de rue,need_update,
0741532N,Lycée général et technologique de l'Albanais,7 Rue du Lycée,Rumilly,74,74152,secondaire,45.87019463029226,5.933510386284722,Numéro de rue,need_update,
8768,CF LES PETITS ETERLOUS,173 Avenue de Genève,Saint-Gervais-les-Bains,74,74170,crèche,45.9063799528973,6.7017600000036,,need_update,
0740027C,Lycée polyvalent Mont Blanc René Dayve - Lycée des métiers de l' industrie,"71 Rue du Lycée, Allée des Etudiants,",Passy,74,74190,secondaire,45.90729901579288,6.706550621629984,Numéro de rue,need_update,
0741062C,Ecole élémentaire privée Sainte Thérèse LES VILLARDS-SUR-THONES,Voie Communale N°8 de Carouge au Plan Bourgeal,Les Villards-sur-Thônes,74,74230,primaire,45.90945423268295,6.368969967601994,Lieu-dit,need_update,
0741063D,Ecole maternelle privée La Croix LES VILLARDS SUR THONES,309 Route de borgel,Les Villards-sur-Thônes,74,74230,primaire,45.907252,6.365119,Ville,need_update,0.694006659278601
0740391Y,Ecole primaire publique CHILLY,Chef Lieu,Chilly,74,74270,primaire,45.993171237194936,5.9534193643993065,Rue,need_update,
0741752C,ECOLE DES AIGLONS,Les Follats,Cruseilles,74,74350,secondaire,46.04378284971871,6.141890466059106,Lieu-dit,need_update,
0741027P,Ecole primaire privée Saint Jean Baptiste LE GRAND BORNAND,117 Impasse de l'Ecole,Le Grand-Bornand,74,74450,primaire,45.94202046558271,6.42669984471786,Ville,need_update,
0741008U,Ecole primaire privée Notre Dame BELLEVAUX,149 route de Thonon,Bellevaux,74,74470,primaire,46.252806963436974,6.53998989704653,Rue,need_update,
0741009V,Ecole primaire privée Saint Ours BERNEX,Chef Lieu,Bernex,74,74500,primaire,46.36077365593172,6.675249355941612,Ville,need_update,
0741590B,Ecole secondaire privée Maison Saint Benoît,7 Rue DU PRE DE LA FONTAINE,Annecy,74,74600,secondaire,45.89121713511931,6.109620328338753,Numéro de rue,need_update,
0741281R,Collège privé Saint Joseph,147 Rue de Saint-Joseph,Sallanches,74,74703,secondaire,45.94071476052539,6.642640313173909,Ville,need_update,
0740098E,Lycée général et technologique privé Saint Joseph,147 Rue de Saint-Joseph,Sallanches,74,74703,secondaire,45.94071476052539,6.642640313173909,Ville,need_update,
0741759K,Ecole maternelle privée Les petits castors du Rhône SEYSSEL,Zone artisanale de l'île Sud,Seyssel,74,74910,primaire,45.93965669358573,5.835130242100139,Numéro de rue,need_update,
8308,MAC BLE EN HERBE ANNECY VIEUX,2 Clos du Buisson 74940 Annecy le Vieux,Annecy,74,74940,crèche,45.9126646375341,6.1449238800033,,need_update,
0010018P,Collège du Revermont,9 avenue DE JASSERON,Bourg-en-Bresse,1,1000,secondaire,46.21181539458769,5.242269978993372,Numéro de rue,need_update,
0010080G,Collège privé Jeanne d'Arc,35 avenue Jean Jaurès,Bourg-en-Bresse,1,1000,secondaire,46.19911085937898,5.218110588144843,Numéro de rue,need_update,
0010079F,Collège privé Saint Joseph,3 bis rue du Lycée,Bourg-en-Bresse,1,1000,secondaire,46.20045339062747,5.2260696368040565,Numéro de rue,need_update,
0010082J,Collège privé Saint-Pierre,33 rue SAMARITAINE,Bourg-en-Bresse,1,1000,secondaire,46.203747946835534,5.228359759991723,Numéro de rue,need_update,
3220,CRECHE FAMILIALE BOURG,111 Passage des Cordeliers 1000 BOURG-EN-BRESSE,Bourg-en-Bresse,1,1000,crèche,46.2042159819218,5.2264472400028,,need_update,
3055,CRECHE FAMILIALE BOUT CHOU,150 Allée des Sports 1000 SAINT-DENIS-LES-BOURG,Saint-Denis-lès-Bourg,1,1000,crèche,46.2034804790467,5.19173748000279,,need_update,
0010193E,Ecole primaire Lazare Carnot,1 rue Viala,Bourg-en-Bresse,1,1000,primaire,46.20019012307069,5.231090036354298,Numéro de rue,need_update,
0010269M,Ecole primaire privée Jeanne d'Arc,35 avenue Jean Jaurès,Bourg-en-Bresse,1,1000,primaire,46.19903165086265,5.21843041308185,Numéro de rue,need_update,
0010270N,Ecole primaire privée Notre-Dame,8 rue de Varenne,Bourg-en-Bresse,1,1000,primaire,46.20344014055524,5.228069598662691,Numéro de rue,need_update,
3216,ESP PETITE ENFANCE BAUDIERES,46 Avenue A. Mercier 1000 BOURG-EN-BRESSE,Bourg-en-Bresse,1,1000,crèche,46.2034449743397,5.2216902000028,,need_update,
3223,ESP PETITE ENFANCE CORDELIERS,111 Passage des Cordeliers 1000 BOURG-EN-BRESSE,Bourg-en-Bresse,1,1000,crèche,46.2042159819218,5.2264472400028,,need_update,
3222,ESP PETITE ENFANCE DES DIMES,14 Rue du Revermont 1000 BOURG-EN-BRESSE,Bourg-en-Bresse,1,1000,crèche,46.2092502496647,5.24398392000281,,need_update,
3226,ESP PETITE ENFANCE REYSSOUZE,8 Rue HENRI DUNANT 1000 BOURG-EN-BRESSE,Bourg-en-Bresse,1,1000,crèche,46.2123500816767,5.22877248000281,,need_update,
3219,ESP PETITE ENFANCE TERRE FLEUR,8 Rue des Lilas 1000 BOURG-EN-BRESSE,Bourg-en-Bresse,1,1000,crèche,46.206027041029,5.2094001600028,,need_update,
3225,HG CARAMEL ROUDOUDOU BOURG,12 Place Alexandre Dumas 1000 BOURG-EN-BRESSE,Bourg-en-Bresse,1,1000,crèche,46.212219669542,5.23157544000281,,need_update,
3224,HG GRAFFITINE BOURG,2 Rue Antoine Lorin 1000 BOURG-EN-BRESSE,Bourg-en-Bresse,1,1000,crèche,46.1909743021218,5.23122444000281,,need_update,
0010070W,Lycée général et technologique privé Saint Pierre,7  RUE VILLENEUVE,Bourg-en-Bresse,1,1000,secondaire,46.19933141333435,5.223329540723745,Numéro de rue,need_update,
0010099C,Lycée professionnel privé Saint Joseph - Lycée des métier des services administratifs et commerciaux - Lycée des métiers de l'électronique,3 bis rue du Lycée,Bourg-en-Bresse,1,1000,secondaire,46.20045339062747,5.2260696368040565,Numéro de rue,need_update,
3054,MULTI ACCUEIL BOUT CHOU,150 Allée des Sports 1000 SAINT-DENIS-LES-BOURG,Saint-Denis-lès-Bourg,1,1000,crèche,46.2034804790467,5.19173748000279,,need_update,
3215,MULTI ACCUEIL LPCR BOURG,268 Avenue SAN SEVERO 1000 BOURG-EN-BRESSE,Bourg-en-Bresse,1,1000,crèche,46.2167888919112,5.25012696000282,,need_update,
0010014K,Lycée général et technologique Edgar Quinet,5 avenue JEAN MARIE VERNE,Bourg-en-Bresse,1,1001,secondaire,46.1974269040711,5.226420241201327,Numéro de rue,need_update,
0010013J,Lycée général Lalande,16 rue du Lycée,Bourg-en-Bresse,1,1011,secondaire,46.201966704594064,5.22543050879642,Numéro de rue,need_update,
0010016M,Lycée polyvalent Joseph-Marie Carriat,1 rue DE CROUY,Bourg-en-Bresse,1,1011,secondaire,46.19781467444025,5.224190392039921,Numéro de rue,need_update,
0010021T,Lycée professionnel Marcelle Pardé - Lycée des métiers du réseau textile mode cuir,47 avenue ALSACE LORRAINE,Bourg-en-Bresse,1,1011,secondaire,46.20168889354713,5.221210546160652,Numéro de rue,need_update,
0010017N,Section d'enseignement professionnel du Lycée polyvalent Carriat,1 rue DE CROUY,Bourg-en-Bresse,1,1011,secondaire,46.19779461795044,5.223189373276942,Numéro de rue,need_update,
3254,MULTI ACCUEIL VISIOCRECHE,Parc VISIOSPORT 3 RIVIERES 1090 MONTCEAUX,Montceaux,1,1090,crèche,46.0907872116089,4.80309012000258,,need_update,
0010092V,Collège privé Saint Joseph,12 rue Michelet,Oyonnax,1,1100,secondaire,46.25965336735746,5.65632989664765,Numéro de rue,need_update,
0010160U,Ecole élémentaire Bernard Clavel,38 rue Général de Gaulle,Arbent,1,1100,primaire,46.2734383482593,5.674189926496077,Numéro de rue,need_update,
0010182T,Ecole élémentaire Pasteur Nord,11 rue Edgar Quinet,Oyonnax,1,1100,primaire,46.26005309913645,5.64985051619387,Numéro de rue,need_update,
0010183U,Ecole élémentaire Pasteur Sud,8 rue Molière,Oyonnax,1,1100,primaire,46.25860761574815,5.649089520835831,Numéro de rue,need_update,
0010139W,ECOLE ELEMENTAIRE PUBLIQUE,Rue des Ecoles,Martignat,1,1100,primaire,46.208321588057046,5.6116301678020335,Numéro de rue,need_update,
0010188Z,Ecole maternelle Centre,17 rue Michelet,Oyonnax,1,1100,primaire,46.25965169020715,5.654780147141328,Numéro de rue,need_update,
0010186X,Ecole maternelle Daudet Pagnol,8 rue Courteline,Oyonnax,1,1100,primaire,46.255806845827216,5.640350296510695,Numéro de rue,need_update,
0010184V,Ecole maternelle Pasteur,6 rue Molière,Oyonnax,1,1100,primaire,46.25888332625024,5.649360052374328,Numéro de rue,need_update,
0010187Y,Ecole maternelle Simone Veil,9 rue du Maquis,Oyonnax,1,1100,primaire,46.2616554202291,5.660030507703662,Numéro de rue,need_update,
